Time;Wind Peak;Wind Speed;Wind Direction;Maximum Outdoor Temperature;Current Outdoor Temperature;Min Outdoor Temperature;Minimum Ambient Temperature;Current Ambient Temperature;Maximum Ambient Temperature;Global Radiation;Direct Radiation;Diffus Radiation;Current Hourly Electricity;Prod. Photovoltaique (kWh);Rayonnement (W/m2);hours;day;month;year;dayofweek;weekofyear
2019-06-18 20:06:00+00:00;2.778;1.711;258.081;29.19;27.045;14.26;0;22.992;26.741;117.444;69.194;48.266;257.433;3.75;218.795;20;18;6;2019;1;25
2019-06-19 02:06:00+00:00;1.067;0.744;134.388;31.674;19.183;16.685;0;22.571;25.846;6.658;0;6.658;176.067;0;6.663;2;19;6;2019;2;25
2019-06-19 08:06:00+00:00;2.966;1.795;204.526;31.73;19.86;16.74;0;22.294;25.485;249.723;136.068;113.655;298.7;0.25;43.271;8;19;6;2019;2;25
2019-06-19 14:06:00+00:00;6.978;4.1;220.955;7.404;16.124;3.906;21.322;24.948;29.745;477.389;375.146;102.339;362.793;14.168;852.419;14;19;6;2019;2;25
2019-06-19 20:06:00+00:00;4.789;2.8;254.925;0;26.248;0;23.227;25.018;26.999;95.452;37.632;57.787;250.833;8.082;280.185;20;19;6;2019;2;25
2019-06-20 02:06:00+00:00;1.267;0.822;146.026;28.825;19.572;20.054;22.937;24.545;25.797;6.663;0;6.663;177.8;0;6.689;2;20;6;2019;3;25
2019-06-20 08:06:00+00:00;2.322;1.4;148.752;29.48;15.784;20.51;22.468;24.169;25.523;52.371;0.388;51.97;296.033;0;11.938;8;20;6;2019;3;25
2019-06-20 14:06:00+00:00;3.078;1.811;172.061;29.48;26.72;20.51;22.834;24.719;26.112;778.196;601.233;177.129;356.8;14;868.036;14;20;6;2019;3;25
2019-06-20 20:06:00+00:00;3.078;1.711;192.927;29.48;22.548;20.51;23.455;24.744;26.47;34.95;0.201;34.752;237.233;2.586;114.8;20;20;6;2019;3;25
2019-06-21 02:06:00+00:00;1.3;0.9;149.361;28.453;18.762;19.014;22.727;24.433;25.783;6.632;0;6.632;178.5;0;6.661;2;21;6;2019;4;25
2019-06-21 08:06:00+00:00;1.556;1.044;156.381;28.43;19.718;18.98;23.13;24.301;26.001;168.884;47.901;121.004;292.467;0;29.106;8;21;6;2019;4;25
2019-06-21 14:06:00+00:00;3.633;2.233;151.902;28.43;24.58;18.98;23.538;24.945;26.254;388.524;63.408;325.1;361.667;9.918;550.525;14;21;6;2019;4;25
2019-06-21 20:06:00+00:00;1.244;0.811;122.206;28.43;19.045;18.98;23.108;24.599;26.525;34.884;0.339;34.546;214.4;1.086;72.999;20;21;6;2019;4;25
2019-06-22 02:06:00+00:00;1.456;0.967;201.319;26.318;17.982;17.875;22.523;24.394;25.836;6.567;0;6.567;168.033;0;6.587;2;22;6;2019;5;25
2019-06-22 08:06:00+00:00;2.978;1.789;278.228;26.27;17.274;17.85;22.357;24.294;25.814;79.435;0.156;79.286;168.067;0;19.862;8;22;6;2019;5;25
2019-06-22 14:06:00+00:00;2.367;1.511;218.866;26.27;22.458;17.85;22.99;24.576;26.196;747.916;582.258;165.722;160.233;4;373.559;14;22;6;2019;5;25
2019-06-22 20:06:00+00:00;2.256;1.333;283.833;26.27;23.868;17.85;23.203;25.096;27.6;127.72;88.356;39.402;178.9;9.25;352.557;20;22;6;2019;5;25
2019-06-23 02:06:00+00:00;2.089;1.233;151.082;26.436;17.252;16.276;22.204;24.494;26.219;6.618;0;6.618;172.7;0;6.648;2;23;6;2019;6;25
2019-06-23 08:06:00+00:00;2.989;1.9;142.191;26.44;18.896;16.24;22.587;24.61;25.957;313.51;255.665;57.853;171.033;0.168;53.9;8;23;6;2019;6;25
2019-06-23 14:06:00+00:00;4.678;2.7;243.747;26.44;29.341;16.24;23.888;25.354;27.954;862.444;756.92;105.671;174.533;14.25;867.938;14;23;6;2019;6;25
2019-06-23 20:06:00+00:00;1.389;0.811;185.902;26.44;26.67;16.24;23.889;25.397;27.581;57.035;1.361;55.643;188.667;4.414;138.777;20;23;6;2019;6;25
2019-06-24 02:06:00+00:00;1.322;0.9;131.796;31.153;20.601;16.044;22.875;24.792;26.393;6.705;0;6.705;178.8;0;6.688;2;24;6;2019;0;26
2019-06-24 08:06:00+00:00;2.833;1.678;149.054;31.26;21.675;16.04;23.295;24.741;26.117;311.687;245.974;65.72;253.767;0;51.722;8;24;6;2019;0;26
2019-06-24 14:06:00+00:00;2.956;1.822;254.307;31.26;31.278;16.04;23.918;25.34;27.152;833.44;661.149;172.298;378.2;12.918;843.863;14;24;6;2019;0;26
2019-06-24 20:06:00+00:00;2.089;1.211;226.253;31.26;29.278;16.04;23.531;25.6;27.821;76.168;18.741;57.434;267.133;7.25;257.682;20;24;6;2019;0;26
2019-06-25 02:06:00+00:00;0.867;0.622;116.338;34.369;22.502;18.651;23.508;25.228;26.685;6.767;0;6.767;180.8;0;6.773;2;25;6;2019;1;26
2019-06-25 08:06:00+00:00;0.989;0.544;152.676;34.44;23.746;18.71;23.189;25.146;26.661;277.439;173.617;103.832;438.8;0.25;63.105;8;25;6;2019;1;26
2019-06-25 14:06:00+00:00;4.867;2.867;233.07;34.44;31.439;18.71;23.231;25.786;27.183;710.011;390.424;319.62;379.5;13.25;801.508;14;25;6;2019;1;26
2019-06-25 20:06:00+00:00;0.911;0.656;121.348;34.44;30.446;18.71;23.508;26.14;28.67;94.496;34.008;60.52;294.667;7.75;300.611;20;25;6;2019;1;26
2019-06-26 02:06:00+00:00;1.1;0.911;113.363;33.824;23.893;19.658;23.796;25.832;27.427;6.751;0;6.751;187.033;0;6.798;2;26;6;2019;2;26
2019-06-26 08:06:00+00:00;1.367;0.856;137.59;33.81;25.225;19.68;23.257;25.834;27.332;274.202;153.195;120.958;347.5;0.25;58.409;8;26;6;2019;2;26
2019-06-26 14:06:00+00:00;4.122;2.411;305.689;33.81;34.706;19.68;23.248;25.975;27.758;821.627;589.589;231.998;499.1;13.5;830.002;14;26;6;2019;2;26
2019-06-26 20:06:00+00:00;1.211;0.822;158.347;33.81;32.583;19.68;23.384;26.372;29.713;109.85;42.184;67.667;303.567;6.5;306.922;20;26;6;2019;2;26
2019-06-27 02:06:00+00:00;1.344;0.933;130.899;36.489;25.462;22.007;23.775;26.16;27.816;6.775;0;6.775;202;0;6.864;2;27;6;2019;3;26
2019-06-27 08:06:00+00:00;2.389;1.456;160.559;36.55;25.784;22.06;23.502;25.963;27.909;279.825;168.075;111.751;364.833;0.418;57.886;8;27;6;2019;3;26
2019-06-27 14:06:00+00:00;2.6;1.622;200.334;36.55;37.153;22.06;24.531;26.121;27.933;824.436;613.933;210.624;529.9;13.75;836.236;14;27;6;2019;3;26
2019-06-27 20:06:00+00:00;2.867;1.778;166.689;36.55;34.912;22.06;24.416;27.03;31.593;114.553;56.142;58.41;314.267;6.832;320.483;20;27;6;2019;3;26
2019-06-28 02:06:00+00:00;2;1.244;135.951;39.043;26.194;23.008;23.818;26.674;28.907;6.824;0;6.824;193.3;0;6.88;2;28;6;2019;4;26
2019-06-28 08:06:00+00:00;3.1;1.911;142.29;39.1;25.851;23.03;23.674;26.775;28.544;290.519;204.576;85.953;254.8;0.332;52.94;8;28;6;2019;4;26
2019-06-28 14:06:00+00:00;3.978;2.378;198.898;39.1;36.088;23.03;23.812;26.465;29.585;821.942;645.744;176.324;472.533;13.668;840.246;14;28;6;2019;4;26
2019-06-28 20:06:00+00:00;5.3;3.167;184.563;39.1;33.565;23.03;24.092;26.89;29.813;109.842;54.769;55.105;357.367;8.086;313.468;20;28;6;2019;4;26
2019-06-29 02:06:00+00:00;0.856;0.6;99.131;38.132;25.95;23.705;24.642;26.727;28.684;6.783;0;6.783;210.1;0;6.771;2;29;6;2019;5;26
2019-06-29 08:06:00+00:00;2.844;1.689;143.139;38.11;26.389;23.72;24.881;26.933;28.9;293.57;226.818;66.741;205.267;0;49.65;8;29;6;2019;5;26
2019-06-29 14:06:00+00:00;4.822;2.978;250.087;38.11;35.728;23.72;24.777;27.487;33.349;831.173;697.996;133.207;209.3;13.5;841.999;14;29;6;2019;5;26
2019-06-29 20:06:00+00:00;1.856;1.133;126.647;38.11;33.987;23.72;25.318;27.79;34.846;110.633;31.399;79.211;232.667;8.332;317.382;20;29;6;2019;5;26
2019-06-30 02:06:00+00:00;0.989;0.733;113.849;38.798;27.372;23.749;25.304;27.268;29.732;6.827;0;6.827;222.067;0;6.83;2;30;6;2019;6;26
2019-06-30 08:06:00+00:00;1.4;0.9;134.27;38.83;27.724;23.75;25.326;27.392;29.532;262.052;168.968;93.127;206.333;0.25;53.006;8;30;6;2019;6;26
2019-06-30 14:06:00+00:00;5.356;3.044;170.055;38.83;35.675;23.75;25.432;28.051;34.072;848.5;637.74;210.743;221.7;13.5;819.736;14;30;6;2019;6;26
2019-06-30 20:06:00+00:00;3.5;2.222;128.912;38.83;30.393;23.75;25.814;28.125;32.625;76.71;12.053;64.653;231.167;8.832;314.379;20;30;6;2019;6;26
2019-07-01 02:07:00+00:00;2.756;1.544;154.484;38.501;23.024;22.928;25.424;27.379;29.006;6.741;0;6.741;200.867;0;6.72;2;1;7;2019;0;27
2019-07-01 08:07:00+00:00;2.633;1.744;126.816;38.49;23.135;22.9;23.322;26.579;29.232;283.43;211.766;71.658;337.733;0.5;48.62;8;1;7;2019;0;27
2019-07-01 14:07:00+00:00;4.133;2.544;226.883;38.49;34.558;22.9;23.881;26.8;29.46;821.538;666.358;155.176;484.133;13.668;838.63;14;1;7;2019;0;27
2019-07-01 20:07:00+00:00;5.811;3.478;142.098;38.49;29.06;22.9;24.427;27.093;29.852;50.762;18.14;32.604;339.233;7.75;252.15;20;1;7;2019;0;27
2019-07-02 02:07:00+00:00;1.067;0.6;105.175;36.359;21.387;19.489;24.859;26.881;29.123;6.678;0;6.678;197.033;0;6.711;2;2;7;2019;1;27
2019-07-02 08:07:00+00:00;3.122;2.011;132.839;36.26;21.338;19.33;23.076;26.279;29.214;274.591;180.461;94.122;319.267;0.5;53.723;8;2;7;2019;1;27
2019-07-02 14:07:00+00:00;4.989;2.989;244.331;36.26;29.579;19.33;24.288;26.55;29.29;814.449;654.809;159.416;437.133;14.5;825.845;14;2;7;2019;1;27
2019-07-02 20:07:00+00:00;3.911;2.356;167.29;36.26;27.955;19.33;24.593;26.829;29.224;85.341;8.202;77.15;292;6.164;224.679;20;2;7;2019;1;27
2019-07-03 02:07:00+00:00;2.811;1.6;139.768;31.645;21.316;18.528;24.57;26.602;29.004;6.658;0;6.658;197.267;0;6.723;2;3;7;2019;2;27
2019-07-03 08:07:00+00:00;2.767;1.689;137.72;31.54;21.457;18.51;23.839;26.071;29.069;283.315;186.028;97.28;325.033;0.418;55.558;8;3;7;2019;2;27
2019-07-03 14:07:00+00:00;4.433;2.689;256.075;31.54;31.428;18.51;23.91;26.779;29.336;824.627;679.602;145.164;458.767;13.918;835.413;14;3;7;2019;2;27
2019-07-03 20:07:00+00:00;2.344;1.411;123.943;31.54;28.653;18.51;24.197;26.969;29.959;74.346;28.736;45.601;288.933;6.5;240.554;20;3;7;2019;2;27
2019-07-04 02:07:00+00:00;1.233;0.844;147.945;32.625;22.836;19.048;24.524;26.77;29.631;6.715;0;6.715;183.533;0;6.792;2;4;7;2019;3;27
2019-07-04 08:07:00+00:00;2.7;1.689;141.631;32.65;23.254;19.06;23.268;26.32;29.352;266.272;175.407;90.895;315.833;0.5;49.363;8;4;7;2019;3;27
2019-07-04 14:07:00+00:00;4.978;2.933;231.306;32.65;31.63;19.06;23.683;26.524;29.634;827.733;675.842;151.858;369.667;14.082;832.966;14;4;7;2019;3;27
2019-07-04 20:07:00+00:00;2.533;1.5;219.618;32.65;29.992;19.06;23.989;26.843;29.627;122.059;76.869;45.187;296.4;8.832;336.539;20;4;7;2019;3;27
2019-07-05 02:07:00+00:00;1.233;0.889;125.349;33.139;22.71;20.996;24.456;26.673;29.181;6.697;0;6.697;186.933;0;6.733;2;5;7;2019;4;27
2019-07-05 08:07:00+00:00;2.489;1.544;150.17;33.15;23.467;21.04;23.419;26.289;29.315;279.977;208.124;71.83;305.367;0.082;46.242;8;5;7;2019;4;27
2019-07-05 14:07:00+00:00;2.767;1.767;259.957;33.15;34.738;21.04;23.316;26.658;29.831;831.751;690.92;140.891;380.167;13.75;842.011;14;5;7;2019;4;27
2019-07-05 20:07:00+00:00;1.056;0.756;124.459;33.15;31.537;21.04;23.56;26.882;29.97;96.508;45.634;50.846;297.067;8.418;301.962;20;5;7;2019;4;27
2019-07-06 02:07:00+00:00;1.6;1.044;149.675;36.748;24.531;20.668;24.968;26.725;29.196;6.807;0;6.807;188.467;0;6.797;2;6;7;2019;5;27
2019-07-06 08:07:00+00:00;1.611;1.011;156.774;36.83;24.989;20.66;25.14;26.912;29.443;275.234;194.105;81.13;183.133;0.25;46.426;8;6;7;2019;5;27
2019-07-06 14:07:00+00:00;5.067;3.156;241.809;36.83;32.06;20.66;25.395;27.628;32.014;777.042;535.744;241.273;183.2;14.082;807.416;14;6;7;2019;5;27
2019-07-06 20:07:00+00:00;2.033;1.356;146.029;36.83;29.943;20.66;25.593;27.606;31.288;79.45;15.368;64.086;198.933;3.164;97.976;20;6;7;2019;5;27
2019-07-07 02:07:00+00:00;2.156;1.433;125.11;35.186;23.315;21.596;25.307;27.096;29.256;6.772;0;6.772;199.2;0;6.8;2;7;7;2019;6;27
2019-07-07 08:07:00+00:00;2.089;1.178;179.119;35.11;22.527;21.64;25.196;27.035;29.234;195.72;72.847;122.83;182.5;0.332;52.848;8;7;7;2019;6;27
2019-07-07 14:07:00+00:00;4.922;2.9;256.116;35.11;31.893;21.64;25.428;27.805;31.754;752.11;557.753;194.5;190.333;14;831.607;14;7;7;2019;6;27
2019-07-07 20:07:00+00:00;3.673;2.236;130.956;35.11;30.363;21.64;25.529;27.793;30.504;148.039;59.771;88.214;203.3;3.832;203.542;20;7;7;2019;6;27
